review_id,brand,product,username,rating,tanggal,review,review_length
RVW_00011,HMNS,Philea,T***c,5,10 bulan lalu,"Cantik banget packaging nya. Memutuskan beli ini krn suka banget sama Elea. Ini tuh mirip bgt bgt bgt sama Elea at first spray, cuma Philea dry down nya turns into soft comfy but still fresh. Kalo Elea kan seger seharian gitu, ya gitu bedanya. Jd emg 2 twin sister ini best combo🫶🏻",281
RVW_00012,HMNS,Philea,T***n,5,10 bulan lalu,Kualitas produk: SANGAT REKOMENDASI!!! GA MENYESAL SAMA SEKALI SAYANG PAUS DAN HMNS<3,85
RVW_00013,HMNS,Philea,O***o,5,8 bulan lalu,"Aromanya best dan lama2 aromanya lembut/kalem, untuk ketahanan awet sekitar 6jam an. Cocok digunakan aktivitas pagi & siang hari",128
RVW_00014,HMNS,Philea,elizstiawaty,5,8 bulan lalu,"wanginya sesuai ekspektasi , emng hmns gak pernah ggal sih wanginya . definisi cewe cantik yg sesungguhnya , fress floral yg gak nyegrak dihidung . mau coba yg eos ntar , soalnya baru beli yg bodymistnya aja udh wangi 💅🏻😍",221
RVW_00015,HMNS,Philea,Y***y,5,10 bulan lalu,Pengemasan aman . Terima kasih ☘️☘️☘️,37
RVW_00016,HMNS,Philea,C***i,5,7 bulan lalu,"Akhirnya setelah menabung kebeli jugaa Wanginya enak fresh, cocok untuk siang outdoor nih, pengirimannya cepet banget lagi. Love love Dapet freenya juga",152
RVW_00017,HMNS,Philea,J***h,5,10 bulan lalu,"Baunya sih memang beda sama ELEA, tapi familiar wkwk gak tau gimana jelasinnya. Sama2 enak intinya. Kalo suka elea ya harusnya philea pun akan tetap suka karena sama soft nya.",175
RVW_00018,HMNS,Philea,V***x,5,9 bulan lalu,"Packaging nya kayak parfum expensive , wanginya 😍😍😍fresh ,enak bangett",70
RVW_00019,HMNS,Philea,E***y,5,1 bulan lalu,"Seller Amanah dengan Kualitas Produk yang sangat baik, 1st time coba HMNS Blind Buy semoga cocok di saya dan awet. Terima kasih seller dan Tiktok Shop..",152
RVW_00020,HMNS,Philea,U***z,5,7 bulan lalu,SUMPAHHH INI ENAK BANGET WANGINYAAA 😭🫶🏻💖,40
RVW_00021,HMNS,Philea,M***u,5,1 bulan lalu,Suka banget sama wanginya🥰😍pengemasan nya jga aman banget,57
RVW_00022,HMNS,Philea,D***e,5,9 bulan lalu,Bagus bangetttttttt cantikkk wangiiii,37
RVW_00023,HMNS,Philea,J***j,5,10 bulan lalu,"Aaaaaaa akhirnya datang jugaakk 😍 Sumpah ini baunya cantik bgt 🥹 Adain terus yaa min, supaya yg lain juga bisa bertumbuh sama philea❤️ Terima kasih banyak..",156
RVW_00024,HMNS,Philea,N***h,5,10 bulan lalu,"finally arrived home, my philea💚",32
RVW_00025,HMNS,Philea,C***x,5,2 bulan lalu,"Wanginya tuh cantik, soft, ada segernya jg diakhir nuttynya pun berasa Beneran berasa putri klo pake ini",104
RVW_00026,HMNS,Philea,D***v,5,2 bulan lalu,"Kualitas produk: Baguss banget, sukaaa bangett",46
RVW_00027,HMNS,Philea,H***k,5,10 bulan lalu,"my best purchase ever!!! happy bgt bener2 nunggu paketnya, wanginya aduh sesuai ekspektasi frist spray elea banget, pas dry down lebih soft. enak bgt jujur ga nyesel sih menurut ku semua balance. love!!🤍",203
RVW_00028,HMNS,Philea,A***a,5,9 bulan lalu,"Akhirnya philea nya sampe juga. Awalnya ragu takut ga cocok wanginya di aku, tp stlh sniff bbrp kali akhirnya mantap beli karna ternyata sesuka itu sm wanginya. Pengirimannya aman, rapi, dan cepet pokoknya puas 🥰👍🏻",214
RVW_00029,HMNS,Philea,A***i,5,10 bulan lalu,"pengiriman cepet, wanginya worth it lah sampe rela ngewar. floral, orange blossom dan wanginya beneran enak soft. SPLnya masih moderate di aku",142
RVW_00030,HMNS,Philea,Y***z,5,6 bulan lalu,"wanginya enak dan segar, cocok sekali untuk daily ga bikin pusing",65
RVW_00031,HMNS,Philea,Y***j,5,7 bulan lalu,Finally yg di tunggu² 😍 suka banget wangi philea nya segerrr 🤩 flash deal 11 desember dapet gift unpacthed hmns 100 ml 🤩🤩sama voc diskon juga 🤩 terima kasih hmns sukses selalu 🤗,177
RVW_00032,HMNS,Philea,M***n,5,9 bulan lalu,"Kualitas produk: wangii sekalii ternyata ini wangi yg aku cari carii aku suka awalnya beli body mistnya eh tbtb dpet voucher potongN harga jdi murce langsung co dann dpet lg voucher potongannya dong, oh iya humins nya baik dan ramahh",233
RVW_00033,HMNS,Philea,Nyoman,5,9 bulan lalu,"Wanginya agak unik sih pas aku semprot sedikit, cuman belum tau ketahanan nya. Kurir nya cepet, packagingnya rapi dan tidak ada cacat, sudah ketiga kali beli hmns, so far so good. Good service",192
RVW_00034,HMNS,Philea,F***l,5,9 bulan lalu,Wanginya enak..awal semprot wangi jeruk seger ga lama wangi bunga sedikit manis.,80
RVW_00035,HMNS,Philea,C***s,5,9 bulan lalu,"Kualitas produk: Baik Secantik itu box parfumnyaa, aromanya gausah ditanya deh wangi kalem bgt",94
RVW_00036,HMNS,Philea,M***p,5,1 bulan lalu,"Kualitas produk: Produk sampai dengan selamat Wanginya enak, cocok dipake siang hari",84
RVW_00037,HMNS,Philea,X***g,5,1 bulan lalu,"Wanginya enak banget, seger banget jadi wangi bunga + aroma buah jadi satu,, suka sekaliii Dapet gift jugaa Terima kasih yaaa🫶🏻🫶🏻🫶🏻",131
RVW_00038,HMNS,Philea,S***a,5,10 bulan lalu,pls ini wanginya kaya lu abis mandi di pagi hari dengan mood yg bagus trs hari ini tuh bakal jadi lucky day lu bikin happy aja,126
RVW_00039,HMNS,Philea,X***h,5,10 bulan lalu,"Wanginya enak bgt bgt,cantik bgt dari pakaging nya sampe botol dan wangiinya juga cantik 😍 Aq suka bgt bgt bnget 😭 Next pengen cobain yg sore nya😁",146
RVW_00040,HMNS,Philea,P***y,5,2 bulan lalu,Original product. Good price. Fast delivery. Floral fresh as its notes,70
RVW_00041,HMNS,Philea,S***i,5,7 bulan lalu,sampe dengan selamat dan sukakk bgt sama wanginya,49
RVW_00042,HMNS,Philea,B***O,5,9 bulan lalu,Barang sesuai deskripsi pengiriman cepat wanginya ga ada obatz😁 mantap,70
RVW_00043,HMNS,Philea,A***e,5,1 hari lalu,"Kualitas produk: Wanginya soft, segar. Dpt voucher 25K.",55
RVW_00044,HMNS,Philea,F***i,5,3 bulan lalu,Udh langganan banget sama hmns krn seharum itu 😍,48
RVW_00045,HMNS,Philea,T***a,5,1 bulan lalu,"Seperti biasa ga pernah kecewa. Setelah 4 botol elea,akhirnya botol pertama philea sampai",89
RVW_00046,HMNS,Philea,H***p,5,1 minggu lalu,"bagus dan packaging menarik, pengiriman juga cepat",50
RVW_00047,HMNS,Philea,R***i,5,7 bulan lalu,"Packing aman, barang sampai dgn selamat. Thank you HMNS 👍👍👍",59
RVW_00048,HMNS,Philea,M***d,5,7 bulan lalu,"Mantap, moga sukak orangnya..",29
RVW_00049,HMNS,Philea,L***m,5,1 bulan lalu,"wanginnya segerr bangett, akuu sukaaa😍😍",39
RVW_00050,HMNS,Philea,N***g,5,3 bulan lalu,Cepat banget nyampe nya 🥹🥹 Ini lebih enak dari elea sihh...,59
RVW_00051,HMNS,Philea,V***q,5,1 bulan lalu,"SENANGGG BGTTT DAPAT SLEEVE LAPTOP, MAKASIHHH HMNS",50
RVW_00052,HMNS,Philea,R***q,5,5 bulan lalu,"jujurrr aku sukaa banget sama phileaa dari hmns ini, dia ituu typical parfume yang easy going banget sihh untuk pemakaian di siang harii panas panas gitu, wanginyaa freshh, citrusy, dan floral. Pokonyaa aku suka bgt sama philea inii sampe aku beli lagi saking enaknyaa 😔💗",271
RVW_00053,HMNS,Philea,W***t,5,4 bulan lalu,"Terimakasih,, sudah saya terima,,, whist list dari lama pgn punya philea, sebelumnya udah punya elea,,, tp masih maju mundur,,, Alhamdulillah akhirnya kesampaian dan dpt harga under 300rb Wanginya seger bgt, sesuai sama gambar yg ada di box nya",244
RVW_00054,HMNS,Philea,J***x,5,10 bulan lalu,"Packaging nya aman banget, no bocor² atau rembes. Wanginya 90% mirip elea yg fresh cuma philea lebih kerasa lagi ada hint manis nya, lebih elegant wanginya,blendingannya super smooth, dry down nya juga enak banget tp untuk ketahanan blom tau, mau aku maserasi dlu. Over all 9/10 Goodjob Hmns👏👏👏",294
RVW_00055,HMNS,Philea,S***i,5,3 bulan lalu,"kemasan sangat lucu san bagus, paket aman ,pengiriman juga cepat...dapat taster the perfection ( wangi cowok kantoran). kalau philea wanginya lebih segar manis tapi gak buat enek kadang seperti wangi vina. enak buat yang suka wangi manis seger tumbuhan gitu",257
RVW_00056,HMNS,Philea,D***f,5,8 bulan lalu,"Jujur, aku ga nyangka bakal suka parfum floral, until I found Philea. Begitu sniff pertama kali, aromanya tuh lembut, calming, dan sopan banget, ga nusuk atau bikin pusing sama sekali. Justru makin lama dipakai, aromanya makin hangat dan comforting. Simpel, halus, tapi berkesan lama.",284
RVW_00057,HMNS,Philea,Alle,5,7 bulan lalu,"respon seller dan pengiriman cepat, packing rapih dan aman. Pas sampe surprise banget sih, dg harga yg sangat terjangkau tapi kemasan produk mewah, wanginya pun sangat sangat memuaskan, selama ini gw selalu pake brand2 luar, pas coba parfume lokal dg harga yg terjangakau banget bgi semua kalangan tpi wangi setara dg parfum2 brand mahal...bangga dg produk lokal dan wajar review produk2 HMNS hampir semua bintang 5... Thank u HMNS, insyaAllah pasti repeat dan coba varian laen. Sukses selalu, Barakallahufik",508
RVW_00058,HMNS,Philea,D***w,5,5 bulan lalu,"Finally parfum yg udah lama aku mau nyampe jugaa. Overall bagus, dari segi packaging dan pengiriman juga aman. Suka banget sama wanginya 😊",138
RVW_00059,HMNS,Philea,Dimas,5,10 bulan lalu,"Aromanya buat nyaman, relax dan less warm. Yang saya rasa seperti aroma di ruangan/toilet mall mewah ataupun ruangan/toilet hotel bintang 5. Kesan mewah",152
RVW_00060,HMNS,Philea,I***c,5,10 bulan lalu,"Dari packging, bookmark, dan parfumnya semuanya bagusss Pertama kali sniff juga enak, tipe yang gak nyegrak, halus dan cocok buat dipake panas panas an Love Philea 💚✨",166
RVW_00061,HMNS,Philea,Q***o,5,10 bulan lalu,"Kualitas produk: Aromanya flowery dan fresh tapi masih yg elegan, ini kalau buat cowo masih masuk ya menurutku. Sengaja beli yg philea karna aromanya lebih dewasa dari elea dan emang nyari yg versi edp",201
RVW_00062,HMNS,Philea,Y***x,5,10 bulan lalu,"Product quality: Good First time beli hmns semoga kedepannya bisa repeat order 😭🙏 oiya thanks buat host live yang waktu itu ngasih rekomendasi.. parfumenya wangi banget, bagiku wanginya mirip sama m4rc Jac0bs daisy wild (hijau), enak banget.. semoga tahan sih parfume nya 😭🙏",274
RVW_00063,HMNS,Philea,B***c,5,8 bulan lalu,"Bener bener bukan packaging ny aja yg cantik tapi wanginya juga cantik bangettt 🥹🫶 ini blind buy ak yg paling terGONG! wanginya bnrbnr sopan banget masuk idung, mas pacar aja suka bgt padahal dia bukan tim floral2 gitu. Makasih ya tim hmns ud ciptain wangi secantik ini! LOVE BGTTT",281
RVW_00064,HMNS,Philea,G***s,5,8 bulan lalu,"no buzzer!! wangi nya bener"" sesuai ekspetasi kaya floral and fruity gt dan super duper wangii bgtt cocok buat siang-malem vibesnya seger dan ga bikin pusing ⭐",159
RVW_00065,HMNS,Philea,B***u,5,2 bulan lalu,"Kualitas produk: Dari packging, bookmark, dan parfumnya semuanya bagus... Pertama kali sniff jg enak, tipe yg ndag nyegrak, cck buat dipakeh beraktivitas love philea 🫦🫰",168
RVW_00066,HMNS,Philea,M***p,5,2 minggu lalu,"Baru pertama kali coba yg Philea ini, mmg yakin gk bakalan nyesel sih, dan taraaa.... beneran seger wanginya..sbelum2nya mmg pake HMNS cm beda varian aja, tp sejauh ini parfum yg cocok cm HMNS ini, masyaAllah...love its",219
RVW_00067,HMNS,Philea,T***j,5,7 bulan lalu,"Wanginya beneran enaakkk, fresh, yg pasti ini wanginya aku banget. Pengobat after EoN discontinued lahirlah Philea ❤️❤️❤️",121
RVW_00068,HMNS,Philea,G***m,5,5 bulan lalu,Philea seenak itu woy ak yg suka parfum bunga dan buah jd terus'an repeat order dijaga ya stok nya hmns philea nya jgn biarkan sampai pre order,143
RVW_00069,HMNS,Philea,H***d,5,7 bulan lalu,"Wangi seger ada sedikit wangi bunga sih menurutku,cocok dipake daily.",69
RVW_00070,HMNS,Philea,a***a,5,6 bulan lalu,sudah sampai dengan selamat! paketnya juga rapih banget suka deh🤍 aku bener-bener berterima kasih sama pelayanan admin toko HMNS yang bener2 informatif dan membantu🥺🥺🙏🙏 terima kasih yaaa next time pasti bakal repurchase sih hihi🙌🏻😆,231
RVW_00071,HMNS,Philea,E***c,5,7 bulan lalu,"Wanginya floral tapi manis, makin lama makin enak wanginya",58
RVW_00072,HMNS,Philea,I***l,5,6 bulan lalu,"parfumnya enak banget, gak salah pilih philea. btw thanks min untuk kalendar nya😁",81
RVW_00073,HMNS,Philea,B***v,5,4 bulan lalu,"Selalu suka banget sama produk hmns gak pernah gagal, pengemasannya rapi dan sangat aman",88
RVW_00074,HMNS,Philea,P***i,5,3 minggu lalu,suka banget sama packaging hmns. elegan. wangi nya suka banget. fresh.,70
RVW_00075,HMNS,Philea,P***k,5,5 bulan lalu,"Beli decant dulu dan cocok,akhire kebeli yg full size Alhamdulillah,next time order varian lain",95
RVW_00076,HMNS,Philea,H***f,5,9 bulan lalu,Product quality: 100000000000000000/100,39
RVW_00077,HMNS,Philea,I***i,5,9 bulan lalu,Terimakasih paket sudah diterima dalam kondisi baik dan sesuai pesanan. Tidak ada kekurangan atau kerusakan apapun. Wanginya seger lemon dan ada percanpuran rempahnya,166
RVW_00078,HMNS,Philea,n***a,5,9 bulan lalu,"sy pilih ini karena saya suka wangi bunga, dan ternyata kalo dipake cowok cocok cocok aja. admin nya juga komunikatif banget! jadi kali mau nanya nanya gampang! recommend banget sih HMNS ini",190
RVW_00079,HMNS,Philea,M***n,5,1 bulan lalu,"Baru buka kemasannya aja udh amazed 😍 Wanginya fresh, floral, soft. Vibesnya tuh wangi yg cantik & elegan 🥰",107
RVW_00080,HMNS,Philea,K***q,5,1 bulan lalu,"Wanginya kuat bgt tp ttp ada soft nya, wangi bunga yg lembut, semprotannya halus bgt",84
RVW_00081,HMNS,Philea,N***s,5,3 bulan lalu,Kualitas produk: baguss aku suka wanginya freshh green floral responnya baik dan pengirimannya juga cepet banget!,113
RVW_00082,HMNS,Philea,Q***d,5,9 bulan lalu,Blindbuy because of the packaging but it's worth it. The bottle it's cute and the smell is giving you got showered with flowers.,128
RVW_00083,HMNS,Philea,Q***i,5,6 bulan lalu,"Suka bgt, cocok bgt dipke bareng elea. Dpt kalender cakep bgt. Makasih hmns 🥰",77
RVW_00084,HMNS,Philea,V***a,5,8 bulan lalu,"fresh enakkk, cocok buat siang². sumpah ya beruntung bangetttt, CO pas 11.11 ehhh dapet tumbler limited edition!!!!!🤩💗🌷",119
RVW_00085,HMNS,Philea,X***z,5,2 bulan lalu,"wanginyaa selalu sukaa, udaa repeat order yang kedua, semoga bisa terus beli iniiiiiiii",87
RVW_00086,HMNS,Philea,T***h,5,5 bulan lalu,"Pengiriman aman, wangi enak, sampai saat ini belum ada masalah",62
RVW_00087,HMNS,Philea,J***y,5,2 bulan lalu,"Wanginyaaa sukaaaaaaaaaaaa.... gk nyangka.. tpi lebih floral yg body mistnya menurutku.. Evaluasi ulang : wanginya gk tahan lama nyampe sejam pun gak ada, curiga soalnya g di segel dan pembungkusan plastiknya juga beda",218
RVW_00088,HMNS,Philea,G***p,5,5 bulan lalu,Paling suka pas dry down wanginya jadi tambah enak,50
RVW_00089,HMNS,Philea,R***b,5,9 bulan lalu,First time nyobain parfume hmns seenak itu wangi nya wangi bunga sm citrus yg ga nyenggak di hidung,99
RVW_00090,HMNS,Philea,M***j,5,3 minggu lalu,"sukak poll, aku awalnya pake elea body mist lalu milih buat beli ver edp nya dan inii bener bener enak bngt, mirip sama elea cuman beda tipis",141
RVW_00091,HMNS,Philea,R***x,5,10 bulan lalu,"aaaaa happyy sekali akhirnya nyampe juga 🥹 jujur suka banget sama wanginya, padahal tdinya mau beli yg ver fragrance mist cmn ternyata mereka release ver edp, lgsung co aja deh 🫰🏻 wanginya sukak bgtt, pengirimannya jga cepet dan aman 👍🏻👍🏻👍🏻",240
RVW_00092,HMNS,Philea,N***c,5,10 bulan lalu,Masyaallah wanginya semerbak seperti ditaman bunga ga sia sia nunggu EDP Elea ternyata seharum ini bakalan jd parfum favorit🧚🏻‍♀️🥰❤️,132
RVW_00093,HMNS,Philea,Z***y,5,10 bulan lalu,"Kualitas produk: suka bgt sama wanginya, fresh ga bikin pusing makin cocok pakai body mist elea, gong bgt wanginyaa🤩💗",117
RVW_00094,HMNS,Philea,diki,5,9 bulan lalu,"unisex dengan aroma daun dan bunga, mantab dan dikirim ke medan saja satset aman, keren pokoknya",96
RVW_00095,HMNS,Philea,Z***q,5,9 bulan lalu,"Kualitas produk: benerann worth the hypee, wanginya enak bgtt segerrr ga bikin eneg ketahanan blm tau ya",104
RVW_00096,HMNS,Philea,Q***e,5,3 bulan lalu,"Wanginya seger, tidak terlalu semerbak menyengat. Cocok buat cwk dan cwk",72
RVW_00097,HMNS,Philea,N***i,5,3 bulan lalu,"Di terima dgn baik, repeat order philea, parfum lokal pertama yg wangi bunga paling aku suka 💚 thanks seller",108
RVW_00098,HMNS,Philea,B***n,5,5 bulan lalu,Anjriit ini manteb ya package nyaa cantikk bgtt gua suka banget sumpah Kalo kasih kado ini gak malu2in asli mewah yah Wangi nya blm nyoba tapi gw pake elea jadi percaya kalo ini pasti wangi soalnya twin nya elea Saran kalo bisa lu kasih sample paper dong supaya gw bisa tau wangi2 yg lain juga dong,298
RVW_00099,HMNS,Philea,V***u,5,4 minggu lalu,Parfumnya wangi tahan lama+dapet voucher diskon juga lumayan buat nanti beli lagi,81
RVW_00100,HMNS,Philea,J***t,5,1 bulan lalu,Wanginya segerr...suka sekali. Sayangnya pengiriman agak lama krn co pas tgl merah 2 hari. Next pengen coba yg varian lain,122
RVW_00101,HMNS,Philea,F***x,5,2 minggu lalu,aku suka banget samaa parfum ini benr bener tahan lama dan wanginya juga beh mantep banget,90
RVW_00102,HMNS,Philea,Z***p,5,3 minggu lalu,"Akhirnya nemu parfum yg cocok. Wanginya seger, cocok dipakai pagi hari atau setelah olahraga.",93
RVW_00103,HMNS,Philea,M***k,5,6 hari lalu,"Product quality: enak sudah beli decantnya dulu, cocok buat kerja di cuaca panas",80
RVW_00104,HMNS,Philea,I***e,5,4 bulan lalu,"Product quality: ga pernha ngeraguin hmns, sebelumnya pernah punya unrosed walaupun petjahhh",92
RVW_00105,HMNS,Philea,T***l,5,4 bulan lalu,wanginya suka bgtt dapet di 295 masyaallah trimakasih hmns,58
RVW_00106,HMNS,Philea,Arif,5,7 bulan lalu,"maantap rrespon cepet, pngiriman cpet dan aman, barang kualitas oke thanks HMNS",79
RVW_00107,HMNS,Philea,F***o,5,6 bulan lalu,Baunyaaa segerrr bangettt.. cintaakkk dehh.. 🥰🥰 mana dapett gift kalender pulakk.. uchh sukakk.. 🥰🥰,99
RVW_00108,HMNS,Philea,D***n,5,1 bulan lalu,Kualitas produk: kalo kalian udh suka elea pasti cocok si sama philea ini,73
RVW_00109,HMNS,Philea,L***r,5,10 bulan lalu,"Wanginya sukaaa aaaa, 2 jam masih kecium dari kejauhan, finally edpnyaa 🫶🏻",74
RVW_00110,HMNS,Philea,F***u,5,10 bulan lalu,"aroma nya sesuai bgt yg ada di ekspektasi ku, stlh pengguna elea 4 botol akhirnya lahir lah philea😍💚🌱🍀🪷",103
RVW_00111,HMNS,Philea,T***f,5,10 bulan lalu,"BEST BUY EVERRRR!!! Excited banget nunggu edp philea ini karna sesuka itu sama elea, sempet ragu beli karna harganya yang lumayan pricey tp akhirnya memantapkan diri beli dan ga nyesel sama sekaliiii 🥹🫰",202
RVW_00112,HMNS,Philea,R***g,5,10 bulan lalu,"Akhirnya sampai, wanginya enak banget Sukaaa🥹 Ini parfum pertamaku dari HMNS. Dann aku pengen coba varian aroma yang lain✨",122
RVW_00113,HMNS,Philea,B***y,5,10 bulan lalu,"Product quality: bagussss nyampe dg sesmat no minus.. buat harumnya lebih soft dr eleaaa, but awet bgttt sgtt rekomen!!!",120
RVW_00114,HMNS,Philea,W***a,5,4 bulan lalu,Enak bgt wanginya dan awet seharian. Dapet bonus face towel juga. Besttt,72
RVW_00115,HMNS,Philea,B***o,5,4 bulan lalu,"Packing bagus sampai dengan aman, wangin nya enak banget",56
RVW_00116,HMNS,Philea,X***s,5,3 bulan lalu,"Salah satu wishlist parfum akhirnya terpenuhi. Spl nya belum test, semoga tahan lama wanginya. Sukakk🤍",102
RVW_00117,HMNS,Philea,E***g,5,3 bulan lalu,"wangi bangeeettt, minusnya satu sampe 2 jam langsung ilang di aku jadi harus spray lagi",87
RVW_00118,HMNS,Philea,R***j,5,3 bulan lalu,"Awal udah coba aroma nya di sociolla, langsung srek & akhirnya beli di tiktok. Dapet gift tas belanja juga 😍😍😍 luvvvv banget lah sama hnms pokoknya 🫰🏻",150
RVW_00119,HMNS,Philea,U***t,5,10 bulan lalu,Paket nya sudah sampai dengan aman. Aroma nya menyegarkan karena ada citrus nya,79
RVW_00120,HMNS,Philea,E***m,5,9 bulan lalu,"wangi nya enakkk, packaging nya bagus dan amann bangett. thankyou hmns<3",72
RVW_00121,HMNS,Philea,Z***w,5,8 bulan lalu,"Makasih banyak min sudah di kasih bonus, parfumnya juga untuk varian philea enak banget",87
RVW_00122,HMNS,Philea,agung,5,8 bulan lalu,"Mantul alias Mantab Betul belanja di toko ini, respon cepat, pengiriman ajib, barang pesanan sesuai pada lapak yg ditampilkan, kalo gini ga bakal berpaling dehhh ke toko lainnya",177
RVW_00123,HMNS,Philea,F***u,5,9 bulan lalu,"Kualitas produk: love banget sama philea, wangi yg bener2 wangi ditaman bunga🫶🏻🫶🏻🫶🏻",83
RVW_00124,HMNS,Philea,J***o,5,9 bulan lalu,"Sukaaaa banget, packaging super aman, super cantik, wanginya nagih.",67
RVW_00125,HMNS,Philea,X***t,5,9 bulan lalu,"huwaaa enak banget, kalem dan seger baunya. fix bakal repurchase selamanya‬",75
RVW_00126,HMNS,Philea,G***u,5,4 bulan lalu,"wanginya enak trus lucu packagingnya, pokoknya bagus bangett philea",67
RVW_00127,HMNS,Philea,N***x,5,2 bulan lalu,"Wanginya segar, cocok ketika cuaca panas. Spray nya juga bagus.",63
RVW_00128,HMNS,Philea,I***z,5,1 bulan lalu,Versi ini wanginya lebih tahan lama dan lebih strong dari versi elea 🫶🏻 sukakkkkkkk,83
RVW_00129,HMNS,Philea,B***o,5,2 bulan lalu,"pengiriman cepet,packaging no bocor2 aman dan wanginya sukaa bangetttttt!!😍😍😍",77
RVW_00130,HMNS,Philea,P***j,5,1 bulan lalu,Kualitas produk: Baru pertama beli semoga cocok dan suka dengan parfum yang berbau Jasmine tea,94
RVW_00131,HMNS,Philea,L***b,5,1 minggu lalu,"beli ini karena mama ku minta parfum dan tanpa ragu langsung aku beliin hihi, she loved it!",91
RVW_00132,HMNS,Philea,F***z,5,2 minggu lalu,Pesana sampai tepat waktu dan produk dalam keadaan amann. Untuk wangi nya enak,78
RVW_00133,HMNS,Philea,O***g,5,2 bulan lalu,"Kualitas produk: wangi bangett, cepat pengirimannyaa dan packaging nyaa cantikk sekalii, ini di combo sama elana enakkk bangettt!!!!!",133
RVW_00134,HMNS,Philea,I***c,5,8 bulan lalu,cintaaa bgtttttt sm wanginyaaa😍 dapet totebag jugaa🥰,52
RVW_00135,HMNS,Philea,Q***h,5,5 bulan lalu,"Barang sampe dengan aman, belum coba , semoga bermanfaat 😊🔥",59
RVW_00136,HMNS,Philea,M***a,5,1 bulan lalu,"belum dicoba, kemasan cantik, proses cpr, recproduk n seller, thanks",68
RVW_00137,HMNS,Philea,G***v,5,5 bulan lalu,Aahhh akhirnya kesampean juga belii parfum ini.. Senengggg,58
RVW_00138,HMNS,Philea,Ahmad,5,10 bulan lalu,"Wanginya adem bangeet. Spraynya sih gak ada 2 nya, terbaiik",59
RVW_00139,HMNS,Philea,H***i,5,8 bulan lalu,"Selalu suka sama wangi2nya HMNS, unik semua, kali ini buat saya sih beneran kunti core👌",87
RVW_00140,HMNS,Philea,Deden,5,9 bulan lalu,"sesuai hypenya, emang enak 🫰 wangi tenang, ga rame 👌",52
RVW_00141,HMNS,Philea,D***t,5,1 bulan lalu,wanginya enakk banget ini pembelian ke dua kuu ❤️,49
RVW_00142,HMNS,Philea,P***i,5,1 bulan lalu,"Pengiriman cepat , aromanya kuat packagingnya cakep .",53
RVW_00143,HMNS,Philea,W***t,5,1 bulan lalu,"Pengiriman cepat, dan karena ini buat kado bestie aku jadi ga bisa aku buka. Cuma barang mulus, dan semoga dia suka yaa 🙆‍♀️",124
RVW_00144,HMNS,Philea,B***q,5,1 bulan lalu,Ga nyesel Blind to buy. Emang enak dan ga heran selaris itu . Parfum pertama dari Humans,88
RVW_00145,HMNS,Philea,A***s,5,3 minggu lalu,"Buat kado, jdi ga terlalu ngerti wanginya. Intinya produk sampe dengan aman. Dan yg menerima senang.",100
RVW_00146,HMNS,Philea,W***w,5,2 minggu lalu,"Ini kedua kalinya beli, dan worth it banget. Pengiriman cepat dan aman",70
